fc_oper;channel;amount;operations_number;category_name
200113;Online;26701.82;1199;Restaurantes y Cafeterías
200113;Online;1372.85;13;Tabaco, Alcohol y Otros
200114;Offline;33046.16;3151;Contenidos digitales y media
200114;Offline;1708551.00;9344;Mantenimiento y Reparaciones Auto
200114;Offline;585870.79;7374;Alojamiento
200114;Offline;2441937.58;140426;Restaurantes y Cafeterías
200114;Online;21911.16;2076;Contenidos digitales y media
200114;Online;110053.71;870;Mantenimiento y Reparaciones Auto
200114;Offline;55743.51;2413;Gaming
200114;Online;2195.79;24;Tabaco, Alcohol y Otros
200114;Offline;3177752.07;85073;Combustible y Recarga
200114;Offline;8833739.73;350357;Supermercados y Pequeño Comercio
200114;Online;604640.94;2953;Alojamiento
200114;Offline;676301.79;16329;Peluquería y Barbería
200114;Online;44692.06;854;Combustible y Recarga
200114;Offline;412636.72;21723;Tabaco, Alcohol y Otros
200114;Online;41490.65;3337;Gaming
200114;Online;2067106.44;46656;Supermercados y Pequeño Comercio
200114;Online;66594.24;1075;Farmacias, Ópticas y Ortopedias
200114;Online;26510.69;1212;Restaurantes y Cafeterías
200114;Online;5009.50;76;Bar y Discotecas
200114;Offline;937535.68;40638;Farmacias, Ópticas y Ortopedias
200114;Offline;1259534.65;20239;Bricolaje y Jardinería
200114;Online;19608.22;218;Peluquería y Barbería
200114;Offline;42612.69;1543;Bar y Discotecas
200114;Online;85268.85;814;Bricolaje y Jardinería
200115;Online;20768.74;2094;Contenidos digitales y media
200115;Online;102944.25;846;Mantenimiento y Reparaciones Auto
200115;Online;599683.30;3063;Alojamiento
200115;Online;85356.46;760;Bricolaje y Jardinería
200115;Offline;32074.74;2816;Contenidos digitales y media
200115;Offline;1719984.07;9361;Mantenimiento y Reparaciones Auto
200115;Offline;52240.41;2313;Gaming
200115;Offline;58939.55;1881;Bar y Discotecas
200115;Online;52920.48;868;Combustible y Recarga
200115;Online;1864202.76;42679;Supermercados y Pequeño Comercio
200115;Online;37793.90;2911;Gaming
200115;Offline;723758.24;17432;Peluquería y Barbería
200115;Offline;3080339.70;83234;Combustible y Recarga
200115;Offline;1253298.59;20076;Bricolaje y Jardinería
200115;Offline;692513.44;8010;Alojamiento
200115;Offline;8362309.75;338132;Supermercados y Pequeño Comercio
200115;Online;57344.65;922;Farmacias, Ópticas y Ortopedias
200115;Online;4629.48;91;Bar y Discotecas
200115;Offline;2693462.74;151274;Restaurantes y Cafeterías
200115;Offline;911234.35;39635;Farmacias, Ópticas y Ortopedias
200115;Online;1632.17;12;Tabaco, Alcohol y Otros
200115;Online;15559.07;199;Peluquería y Barbería
200115;Online;30295.86;1232;Restaurantes y Cafeterías
200115;Offline;386701.25;21139;Tabaco, Alcohol y Otros
200116;Offline;28829.26;2535;Contenidos digitales y media
200116;Offline;1767598.93;9330;Mantenimiento y Reparaciones Auto
200116;Offline;813917.58;8758;Alojamiento
200116;Online;3149.02;14;Tabaco, Alcohol y Otros
200116;Online;25360.85;2182;Contenidos digitales y media
200116;Online;98755.74;799;Mantenimiento y Reparaciones Auto
200116;Online;562815.33;2895;Alojamiento
200116;Offline;399327.14;21904;Tabaco, Alcohol y Otros
200116;Online;52106.56;912;Combustible y Recarga
200116;Online;1816951.55;41143;Supermercados y Pequeño Comercio
200116;Online;45982.25;3893;Gaming
200116;Offline;892831.87;38785;Farmacias, Ópticas y Ortopedias
200116;Offline;3068613.17;84709;Combustible y Recarga
200116;Online;32235.91;1353;Restaurantes y Cafeterías
200116;Offline;53432.80;2380;Gaming
200116;Offline;8815694.41;347412;Supermercados y Pequeño Comercio
200116;Online;14687.94;195;Peluquería y Barbería
200116;Offline;3024584.40;165706;Restaurantes y Cafeterías
200116;Online;67351.26;673;Bricolaje y Jardinería
200116;Online;53148.14;858;Farmacias, Ópticas y Ortopedias
200116;Offline;1214158.39;19638;Bricolaje y Jardinería
200116;Offline;750170.20;19060;Peluquería y Barbería
200116;Online;5646.60;104;Bar y Discotecas
200116;Offline;60444.23;2370;Bar y Discotecas
200117;Online;21419.09;2124;Contenidos digitales y media
200117;Offline;2158140.64;10587;Mantenimiento y Reparaciones Auto
200117;Offline;89492.15;3300;Gaming
200117;Online;17793.84;118;Bar y Discotecas
200117;Offline;31318.57;2516;Contenidos digitales y media
200117;Online;77104.00;595;Mantenimiento y Reparaciones Auto
200117;Online;560435.66;2715;Alojamiento
200117;Online;74324.84;693;Bricolaje y Jardinería
200117;Offline;3449471.59;92066;Combustible y Recarga
200117;Online;1466698.19;31407;Supermercados y Pequeño Comercio
200117;Online;58462.28;4633;Gaming
200117;Online;10679.58;139;Peluquería y Barbería
200117;Online;59978.92;1064;Combustible y Recarga
200117;Offline;99016.65;4820;Bar y Discotecas
200117;Offline;912796.10;8793;Alojamiento
200117;Offline;11514978.59;398205;Supermercados y Pequeño Comercio
200117;Offline;938753.63;24374;Peluquería y Barbería
200117;Offline;1293516.27;21230;Bricolaje y Jardinería
200117;Offline;484946.42;24850;Tabaco, Alcohol y Otros
200117;Online;42401.87;715;Farmacias, Ópticas y Ortopedias
200117;Online;38384.79;1658;Restaurantes y Cafeterías
200117;Offline;885102.10;38526;Farmacias, Ópticas y Ortopedias
200117;Online;610.15;15;Tabaco, Alcohol y Otros
200117;Offline;4248273.53;201319;Restaurantes y Cafeterías
200118;Offline;29388.16;2338;Contenidos digitales y media
200118;Offline;464604.75;3988;Mantenimiento y Reparaciones Auto
200118;Offline;696825.64;7857;Alojamiento
200118;Offline;391178.10;19360;Tabaco, Alcohol y Otros
200118;Online;23175.64;2364;Contenidos digitales y media
200118;Online;36019.20;385;Mantenimiento y Reparaciones Auto
200118;Online;55270.55;4467;Gaming
200118;Online;365.55;6;Tabaco, Alcohol y Otros
200118;Offline;2729656.19;79074;Combustible y Recarga
200118;Online;981299.31;24355;Supermercados y Pequeño Comercio
200118;Online;376124.68;2021;Alojamiento
200118;Online;7049.80;101;Peluquería y Barbería
200118;Online;32387.70;767;Combustible y Recarga
200118;Online;34193.89;1552;Restaurantes y Cafeterías
200118;Offline;83258.87;3416;Gaming
200118;Offline;14784359.02;473526;Supermercados y Pequeño Comercio
200118;Offline;672178.46;30013;Farmacias, Ópticas y Ortopedias
200118;Offline;5749885.07;191477;Restaurantes y Cafeterías
200118;Offline;1308856.40;24340;Bricolaje y Jardinería
200118;Offline;595400.99;16041;Peluquería y Barbería
200118;Offline;219830.25;12075;Bar y Discotecas
200118;Online;27303.54;514;Farmacias, Ópticas y Ortopedias
200118;Online;58235.04;585;Bricolaje y Jardinería
200118;Online;4948.20;104;Bar y Discotecas
200119;Offline;30459.57;2598;Contenidos digitales y media
200119;Offline;13697.90;238;Mantenimiento y Reparaciones Auto
200119;Offline;49309.50;2664;Gaming
200119;Offline;123487.40;2873;Bricolaje y Jardinería
200119;Online;24987.67;2574;Contenidos digitales y media
200119;Online;42135.84;459;Mantenimiento y Reparaciones Auto
200119;Offline;868964.86;7646;Alojamiento
200119;Online;2796.61;93;Bar y Discotecas
200119;Offline;1990111.57;62185;Combustible y Recarga
200119;Online;1146135.10;32419;Supermercados y Pequeño Comercio
200119;Online;52418.27;4207;Gaming
200119;Offline;25716.47;754;Peluquería y Barbería
200119;Online;26489.67;657;Combustible y Recarga
200119;Online;31568.15;346;Bricolaje y Jardinería
200119;Online;461752.81;2235;Alojamiento
200119;Offline;1828719.98;99319;Supermercados y Pequeño Comercio
200119;Online;7595.35;118;Peluquería y Barbería
200119;Offline;240740.69;14848;Bar y Discotecas
200119;Online;431.31;8;Tabaco, Alcohol y Otros
200119;Online;43363.82;742;Farmacias, Ópticas y Ortopedias
200119;Online;35153.53;1547;Restaurantes y Cafeterías
200119;Offline;186667.79;10198;Farmacias, Ópticas y Ortopedias
200119;Offline;73463.23;4518;Tabaco, Alcohol y Otros
200119;Offline;4101486.38;135010;Restaurantes y Cafeterías
200120;Offline;29651.19;2620;Contenidos digitales y media
200120;Online;107074.25;820;Mantenimiento y Reparaciones Auto
200120;Offline;630608.13;6581;Alojamiento
200120;Offline;437701.30;23588;Tabaco, Alcohol y Otros
200120;Online;22869.52;2104;Contenidos digitales y media
200120;Offline;1238758.21;7406;Mantenimiento y Reparaciones Auto
200120;Offline;50769.94;2458;Gaming
200120;Online;29540.17;1279;Restaurantes y Cafeterías
200120;Online;55215.29;951;Combustible y Recarga
200120;Offline;8576521.66;338367;Supermercados y Pequeño Comercio
200120;Online;42474.99;3192;Gaming
200120;Offline;379449.41;8768;Peluquería y Barbería
200120;Offline;2933570.87;78994;Combustible y Recarga
200120;Offline;1937886.28;121006;Restaurantes y Cafeterías
200120;Online;544670.44;2682;Alojamiento
200120;Online;1946082.22;42817;Supermercados y Pequeño Comercio
200120;Offline;793830.23;36331;Farmacias, Ópticas y Ortopedias
200120;Online;3444.76;10;Tabaco, Alcohol y Otros
200120;Offline;39881.23;1607;Bar y Discotecas
200120;Online;16768.32;206;Peluquería y Barbería
200120;Online;87716.82;808;Bricolaje y Jardinería
200120;Online;62415.54;1064;Farmacias, Ópticas y Ortopedias
200120;Online;2752.36;81;Bar y Discotecas
200120;Offline;1131394.42;18653;Bricolaje y Jardinería
200121;Online;21878.49;2243;Contenidos digitales y media
200121;Online;102164.45;773;Mantenimiento y Reparaciones Auto
200121;Online;537037.28;2694;Alojamiento
200121;Online;84123.67;739;Bricolaje y Jardinería
200121;Offline;27911.27;2394;Contenidos digitales y media
200121;Offline;1396637.86;7607;Mantenimiento y Reparaciones Auto
200121;Offline;666159.07;7265;Alojamiento
200121;Offline;1081185.38;17088;Bricolaje y Jardinería
200121;Offline;2729151.09;73471;Combustible y Recarga
200121;Offline;7912940.45;314512;Supermercados y Pequeño Comercio
200121;Online;44107.02;2897;Gaming
200121;Offline;526581.46;12180;Peluquería y Barbería
200121;Online;47599.79;818;Combustible y Recarga
200121;Offline;37861.84;1498;Bar y Discotecas
200121;Offline;50519.65;2318;Gaming
200121;Online;1796911.39;41393;Supermercados y Pequeño Comercio
200121;Online;62392.28;924;Farmacias, Ópticas y Ortopedias
200121;Online;5671.10;85;Bar y Discotecas
200121;Offline;376165.93;20331;Tabaco, Alcohol y Otros
200121;Offline;742143.07;33369;Farmacias, Ópticas y Ortopedias
200121;Online;30362.76;1221;Restaurantes y Cafeterías
200121;Online;13508.85;248;Peluquería y Barbería
200121;Offline;2157930.16;124372;Restaurantes y Cafeterías
200121;Online;5617.01;14;Tabaco, Alcohol y Otros
200122;Offline;29319.67;2515;Contenidos digitales y media
200122;Offline;1515494.29;8120;Mantenimiento y Reparaciones Auto
200122;Offline;49021.94;2273;Gaming
200122;Online;30147.08;1433;Restaurantes y Cafeterías
200122;Online;24589.49;2113;Contenidos digitales y media
200122;Online;98083.12;826;Mantenimiento y Reparaciones Auto
200122;Online;42449.37;3627;Gaming
200122;Offline;383763.68;21077;Tabaco, Alcohol y Otros
200122;Online;50958.41;869;Combustible y Recarga
200122;Offline;8300509.44;331864;Supermercados y Pequeño Comercio
200122;Offline;715672.69;8193;Alojamiento
200122;Online;57031.23;860;Farmacias, Ópticas y Ortopedias
200122;Offline;2890763.45;78731;Combustible y Recarga
200122;Online;1941.07;20;Tabaco, Alcohol y Otros
200122;Online;507304.24;2583;Alojamiento
200122;Online;1718783.28;39768;Supermercados y Pequeño Comercio
200122;Offline;845919.89;37055;Farmacias, Ópticas y Ortopedias
200122;Offline;2615721.25;144821;Restaurantes y Cafeterías
200122;Offline;43022.95;1851;Bar y Discotecas
200122;Online;13901.70;177;Peluquería y Barbería
200122;Offline;1197249.16;19147;Bricolaje y Jardinería
200122;Offline;605960.84;14563;Peluquería y Barbería
200122;Online;3906.01;100;Bar y Discotecas
200122;Online;87994.19;751;Bricolaje y Jardinería
200123;Offline;28518.03;2445;Contenidos digitales y media
200123;Online;87659.53;719;Mantenimiento y Reparaciones Auto
200123;Offline;41890.53;2053;Gaming
200123;Offline;1084254.31;18800;Bricolaje y Jardinería
200123;Online;21365.26;2023;Contenidos digitales y media
200123;Offline;1605756.10;8764;Mantenimiento y Reparaciones Auto
200123;Offline;778122.98;8702;Alojamiento
200123;Online;5404.54;132;Bar y Discotecas
200123;Offline;2999904.68;82955;Combustible y Recarga
200123;Offline;8688507.68;344687;Supermercados y Pequeño Comercio
200123;Online;534993.16;2642;Alojamiento
200123;Offline;750689.30;18796;Peluquería y Barbería
200123;Online;49624.58;973;Combustible y Recarga
200123;Offline;60232.16;2492;Bar y Discotecas
200123;Online;42592.51;3893;Gaming
200123;Online;1583036.26;36130;Supermercados y Pequeño Comercio
200123;Offline;884124.76;38636;Farmacias, Ópticas y Ortopedias
200123;Online;63870.97;607;Bricolaje y Jardinería
200123;Offline;2999329.32;164290;Restaurantes y Cafeterías
200123;Online;12120.45;162;Peluquería y Barbería
200123;Online;32131.39;1519;Restaurantes y Cafeterías
200123;Online;52756.23;786;Farmacias, Ópticas y Ortopedias
200123;Offline;411193.80;22288;Tabaco, Alcohol y Otros
200123;Online;2466.76;10;Tabaco, Alcohol y Otros
200124;Online;24535.37;2272;Contenidos digitales y media
200124;Offline;2045486.86;10621;Mantenimiento y Reparaciones Auto
200124;Online;42597.11;3121;Gaming
200124;Online;1737.68;8;Tabaco, Alcohol y Otros
200124;Offline;28934.90;2423;Contenidos digitales y media
200124;Online;74076.92;638;Mantenimiento y Reparaciones Auto
200124;Offline;54266.33;2623;Gaming
200124;Online;44860.24;1952;Restaurantes y Cafeterías
200124;Online;57403.49;1063;Combustible y Recarga
200124;Offline;11888650.84;407274;Supermercados y Pequeño Comercio
200124;Offline;938692.26;9093;Alojamiento
200124;Offline;976382.10;24835;Peluquería y Barbería
200124;Offline;3367055.90;93459;Combustible y Recarga
200124;Offline;490032.65;25485;Tabaco, Alcohol y Otros
200124;Online;536110.53;2653;Alojamiento
200124;Online;1380059.82;30718;Supermercados y Pequeño Comercio
200124;Online;9018.87;139;Peluquería y Barbería
200124;Offline;4230801.47;200479;Restaurantes y Cafeterías
200124;Online;5444.58;94;Bar y Discotecas
200124;Online;45753.18;666;Farmacias, Ópticas y Ortopedias
200124;Offline;110042.91;5231;Bar y Discotecas
200124;Offline;911519.33;39594;Farmacias, Ópticas y Ortopedias
200124;Offline;1252922.06;21421;Bricolaje y Jardinería
200124;Online;75263.13;703;Bricolaje y Jardinería
200125;Offline;29540.19;2383;Contenidos digitales y media
200125;Online;29132.83;352;Mantenimiento y Reparaciones Auto
200125;Offline;64999.50;2930;Gaming
200125;Online;50017.05;594;Bricolaje y Jardinería
200125;Online;23115.14;2371;Contenidos digitales y media
200125;Offline;471602.69;3986;Mantenimiento y Reparaciones Auto
200125;Offline;726985.86;8339;Alojamiento
200125;Offline;241303.00;12793;Bar y Discotecas
200125;Offline;2623242.83;78316;Combustible y Recarga
200125;Offline;14561093.36;465138;Supermercados y Pequeño Comercio
200125;Online;354936.46;1946;Alojamiento
200125;Offline;668571.07;30074;Farmacias, Ópticas y Ortopedias
200125;Online;33925.84;765;Combustible y Recarga
200125;Offline;1242356.33;23984;Bricolaje y Jardinería
200125;Online;54108.92;4813;Gaming
200125;Online;897303.97;22768;Supermercados y Pequeño Comercio
200125;Online;32976.25;525;Farmacias, Ópticas y Ortopedias
200125;Online;4052.16;128;Bar y Discotecas
200125;Online;349.53;7;Tabaco, Alcohol y Otros
200125;Online;6906.29;99;Peluquería y Barbería
200125;Offline;5786693.83;191598;Restaurantes y Cafeterías
200125;Offline;618544.12;16442;Peluquería y Barbería
200125;Online;37142.81;1800;Restaurantes y Cafeterías
200125;Offline;391843.21;19236;Tabaco, Alcohol y Otros
200126;Offline;29032.68;2435;Contenidos digitales y media
200126;Offline;20157.65;414;Mantenimiento y Reparaciones Auto
200126;Offline;976115.10;8847;Alojamiento
200126;Offline;80869.22;4809;Tabaco, Alcohol y Otros
200126;Online;22351.06;2459;Contenidos digitales y media
200126;Online;32159.70;383;Mantenimiento y Reparaciones Auto
200126;Online;57210.47;4719;Gaming
200126;Online;195.76;6;Tabaco, Alcohol y Otros
200126;Offline;2220923.65;70851;Combustible y Recarga
200126;Online;956543.08;26525;Supermercados y Pequeño Comercio
200126;Offline;35536.26;2031;Gaming
200126;Online;7170.28;118;Peluquería y Barbería
200126;Online;36027.84;842;Combustible y Recarga
200126;Online;38079.75;1878;Restaurantes y Cafeterías
200126;Online;413684.77;1917;Alojamiento
200126;Offline;1749340.85;98282;Supermercados y Pequeño Comercio
200126;Offline;194614.00;10720;Farmacias, Ópticas y Ortopedias
200126;Offline;4891217.24;156028;Restaurantes y Cafeterías
200126;Online;32208.13;357;Bricolaje y Jardinería
200126;Offline;28275.40;760;Peluquería y Barbería
200126;Online;2471.40;87;Bar y Discotecas
200126;Online;38286.11;690;Farmacias, Ópticas y Ortopedias
200126;Offline;135346.80;3206;Bricolaje y Jardinería
200126;Offline;266667.39;15876;Bar y Discotecas
200127;Online;20923.21;1935;Contenidos digitales y media
200127;Online;108200.76;885;Mantenimiento y Reparaciones Auto
200127;Online;556701.51;2704;Alojamiento
200127;Offline;44517.99;1730;Bar y Discotecas
200127;Offline;26460.63;2692;Contenidos digitales y media
200127;Offline;1386886.30;8724;Mantenimiento y Reparaciones Auto
200127;Online;32664.63;2706;Gaming
200127;Offline;1353837.28;21870;Bricolaje y Jardinería
200127;Online;64142.02;1007;Combustible y Recarga
200127;Online;1985363.19;45103;Supermercados y Pequeño Comercio
200127;Offline;42522.96;1954;Gaming
200127;Offline;971902.93;42594;Farmacias, Ópticas y Ortopedias
200127;Offline;3090610.90;85259;Combustible y Recarga
200127;Online;81804.62;862;Bricolaje y Jardinería
200127;Offline;632384.50;6996;Alojamiento
200127;Offline;9228202.37;365088;Supermercados y Pequeño Comercio
